,Address,Postcode,Size in m²,Rooms,Prize in €
0,"Apartment Gerard Douplein 7 2


                       ", 1073 XE ,35 ,2,"2,500"
0,"Apartment Amsteldijk 45 1ACHTER


                       ", 1074 HW ,48 ,3,"3,000"
0,"Apartment Amsteldijk 45 1 VOOR


                       ", 1074 HW ,40 ,2,"2,000"
0,"Apartment Emmastraat 40 II


                       ", 1075 HW ,10 ,3,"3,500"
0,"Apartment Nova Zemblastraat 49


                       ", 1013 RJ ,00 ,4,"3,000"
0,"Apartment Van Suchtelen van de Haarestraat


                       ", 1068 GV ,00 ,4,"4,450"
0,"Apartment Amstel 108 B


                       ", 1017 AD ,75 ,3,"5,500"
0,"Apartment Tweede Jan van der Heijdenstraat 26 2


                       ", 1073 VJ ,60 ,3,"3,000"
0,"Apartment Kloekhorststraat 163


                       ", 1104 ML ,73 ,3,"3,500"
0,"Apartment Koninginneweg


                       ", 1075 CV ,70 ,3,"5,500"
0,"Apartment Westerdok


                       ", 1013 BH ,65 ,3,"3,500"
0,"Apartment Bilderdijkstraat 69 1A


                       ", 1053 KM ,32 ,2,"2,000"
0,"Apartment Deurloostraat 40 2


                       ", 1078 JC ,81 ,3,"3,000"
0,"Apartment Jacob van Lennepkade


                       ", 1053 NM ,68 ,3,"3,150"
0,"Apartment IJburglaan


                       ", 1087 CE ,20 ,3,"4,450"
0,"Apartment Fokke Simonszstraat 54 A


                       ", 1017 TJ ,42 ,2,"2,300"
0,"Apartment Beethovenstraat 73 A


                       ", 1077 HP ,70 ,3,"3,000"
0,"Apartment Kromme-Mijdrechtstraat


                       ", 1079 KR ,60 ,2,"3,500"
0,"Apartment Lucellestraat 36 3


                       ", 1055 JA ,68 ,4,"3,500"
0,"Apartment Kotterspad 32


                       ", 1081 KP ,95 ,2,"3,050"
0,"Apartment Hageland 132 K


                       ", 1066 SB ,40 ,2,"2,500"
0,"Apartment Tweede Kostverlorenkade


                       ", 1052 RH ,60 ,3,"2,500"
0,"Apartment De Kempenaerstraat


                       ", 1051 CN ,44 ,3,"2,300"
0,"Apartment Wijdesteeg


                       ", 1012 RN ,55 ,2,"3,000"
0,"Apartment Spuistraat


                       ", 1012 VN ,62 ,2,"4,000"
0,"Apartment Spuistraat


                       ", 1012 VN ,85 ,3,"5,500"
0,"Apartment Tielstraat


                       ", 1107 PZ ,52 ,2,"2,750"
0,"Apartment Nieuwe Nieuwstraat 45


                       ", 1012 NG ,90 ,3,"3,150"
0,"Apartment Amstelveenseweg


                       ", 1075 VZ ,65 ,3,"3,000"
0,"Apartment Buitendraaierij


                       ", 1021 NM ,39 ,2,"2,300"
0,"Apartment Jan van Galenstraat 200 1


                       ", 1056 CK ,41 ,2,"3,500"
0,"Apartment Gaaspstraat


                       ", 1079 VD ,63 ,3,"3,150"
0,"Apartment Gaaspstraat


                       ", 1079 VC ,62 ,3,"3,150"
0,"Apartment Da Costastraat


                       ", 1053 ZJ ,98 ,3,"2,950"
0,"Apartment Leidsekruisstraat 29 II


                       ", 1017 RG ,54 ,3,"3,000"
0,"Apartment J.J. Viottastraat 21 II


                       ", 1071 JN ,02 ,6,"9,850"
0,"Apartment Kotteraarstraat 2


                       ", 1033 MC ,75 ,3,"2,800"
0,"Apartment Wijenburg


                       ", 1082 VP ,85 ,3,"2,500"
0,"Apartment Loenermark 820


                       ", 1025 VN ,65 ,2,"2,000"
0,"Apartment Duifjessteeg 12


                       ", 1012 KW ,89 ,3,"3,150"
0,"Apartment De Lairessestraat


                       ", 1071 PL ,86 ,2,"3,450"
0,"Apartment IJburglaan 960


                       ", 1087 JK ,29 ,3,"2,500"
0,"Apartment Cas Oorthuyskade 172


                       ", 1087 BB ,82 ,4,"3,500"
0,"Apartment Galjootstraat 60


                       ", 1086 VE ,83 ,3,"2,500"
0,"Apartment Overschiestraat 170 C3


                       ", 1062 XK ,74 ,3,"1,800"
0,"Apartment Overschiestraat 170 B37


                       ", 1062 XK ,77 ,3,"2,600"
0,"Apartment Overschiestraat 170 B38


                       ", 1062 XK ,77 ,3,"2,600"
0,"Apartment Overschiestraat 170 B36


                       ", 1062 XK ,77 ,3,"2,600"
0,"Apartment Onze Lieve Vrouwesteeg


                       ", 1012 LV ,60 ,2,"2,350"
0,"Apartment Brouwersgracht 248 F


                       ", 1013 HE ,62 ,2,"2,500"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Muiderstraat 10 B


                       ", 1011 RB ,65 ,2,"3,000"
0,"Apartment Govert Flinckstraat


                       ", 1074 CJ ,70 ,2,"4,500"
0,"Apartment Geldersekade 102 D


                       ", 1012 BM ,50 ,2,"2,700"
0,"Apartment Pretoriusstraat


                       ", 1092 GH ,80 ,3,"3,500"
0,"Apartment Zocherstraat


                       ", 1054 LS ,81 ,3,"4,450"
0,"Apartment Holendrechtstraat


                       ", 1078 TT ,40 ,1,"1,950"
0,"Apartment Leidsekruisstraat


                       ", 1017 RG ,95 ,3,"3,150"
0,"Apartment Leidsekruisstraat


                       ", 1017 RG ,95 ,3,"3,150"
0,"Apartment Leidsekruisstraat


                       ", 1017 RG ,85 ,3,"3,150"
0,"Apartment Hofmeyrstraat


                       ", 1091 NA ,73 ,2,"2,800"
0,"Apartment H. Cleyndertweg


                       ", 1025 EB ,10 ,4,"3,000"
0,"Apartment Lange Leidsedwarsstraat


                       ", 1017 NR ,40 ,2,"2,300"
0,"Apartment Grensstraat


                       ", 1091 SV ,65 ,3,"2,500"
0,"Apartment Langswater 820


                       ", 1069 EH ,62 ,3,"2,300"
0,"Apartment Haarlemmerweg


                       ", 1051 KS ,75 ,3,"3,000"
0,"Apartment Herengracht


                       ", 1017 BX ,45 ,4,"3,500"
0,"Apartment Tweede Jan Steenstraat


                       ", 1074 CP ,59 ,3,"4,450"
0,"Apartment Fagelstraat 66 bv


                       ", 1052 GG ,97 ,3,"5,500"
0,, 1082 AH ,89 ,7,"9,500"
0,"Apartment Eerste Constantijn Huygensstraat


                       ", 1054 BS ,51 ,3,"4,000"
0,"Apartment Eendrachtstraat


                       ", 1078 XZ ,70 ,3,"3,000"
0,"Apartment Runstraat


                       ", 1016 GK ,59 ,2,"3,000"
0,"Apartment Witte de Withstraat


                       ", 1057 ZL ,57 ,3,"3,000"
0,"Apartment Van Heenvlietlaan 160


                       ", 1083 CM ,35 ,4,"2,950"
0,"Apartment Apollolaan


                       ", 1077 AE ,20 ,5,"4,750"
0,"Apartment Valeriusstraat 27 C*


                       ", 1071 MC ,24 ,5,"4,000"
0,"Apartment Van Ostadestraat 4 hs


                       ", 1072 SX ,41 ,2,"2,500"
0,"Apartment Eef Kamerbeekstraat 532


                       ", 1095 MP ,75 ,2,"2,000"
0,"Apartment Amstelveenseweg 208 IV


                       ", 1075 XS ,80 ,3,"3,600"
0,"Apartment Tweede Van der Helststraat


                       ", 1072 PD ,51 ,3,"3,500"
0,"Apartment Aalsmeerweg 127 2


                       ", 1059 AH ,72 ,3,"2,800"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment August Allebéplein


                       ", 1062 AB ,50 ,3,"2,750"
0,"Apartment Wilhelminastraat


                       ", 1054 WH ,65 ,3,"2,000"
0,"Apartment Baarsjesweg 235 2


                       ", 1058 AA ,53 ,2,"2,150"
0,"Apartment Wingerdweg 287


                       ", 1032 AK ,51 ,2,"2,150"
0,"Apartment Lomanstraat


                       ", 1075 PS ,10 ,5,"8,000"
0,"Apartment J.J. Cremerplein 10 III


                       ", 1054 TK ,65 ,3,"3,000"
0,"Apartment Plantage Kerklaan


                       ", 1018 CW ,40 ,2,"3,650"
0,"Apartment Gustav Mahlerlaan


                       ", 1082 MK ,45 ,1,"2,000"
0,"Apartment Graaf Florisstraat


                       ", 1091 TE ,45 ,2,"3,150"
0,"Apartment Zocherstraat 58 2


                       ", 1054 MA ,09 ,3,"2,950"
0,"Apartment Rozengracht 231 1


                       ", 1016 NA ,45 ,2,"2,500"
0,"Apartment Elzenhagensingel 313


                       ", 1022 LA ,01 ,3,"2,350"
0,"Apartment Buitendraaierij


                       ", 1021 NN ,46 ,2,"2,300"
0,"Apartment Prinseneiland 55 C


                       ", 1013 LM ,45 ,2,"1,700"
0,"Apartment Govert Flinckstraat 113 2A


                       ", 1072 EG ,33 ,2,"1,950"
0,"Apartment Albert Cuypstraat 138 2V


                       ", 1073 BJ ,32 ,2,"2,500"
0,"Apartment Johannes Verhulststraat 119 1


                       ", 1071 MZ ,83 ,3,"3,650"
0,"Apartment Spaarndammerstraat 21 2


                       ", 1013 SR ,70 ,2,"1,700"
0,"Apartment Oostenburgerpark 24



                       ", 1018 HT ,47 ,2,"2,300"
0,"Apartment Derde Leliedwarsstraat 13 3


                       ", 1015 TD ,55 ,3,"3,000"
0,"Apartment Vrolikstraat 246 C


                       ", 1092 TW ,56 ,3,"2,200"
0,"Apartment Transvaalstraat 60 4


                       ", 1092 HN ,45 ,2,"2,300"
0,"Apartment Van Walbeeckstraat


                       ", 1058 CX ,60 ,3,"2,800"
0,"Apartment Reestraat 28 1


                       ", 1016 DN ,55 ,2,"2,500"
0,"Apartment Keizersgracht 634 L


                       ", 1017 ER ,65 ,2,"3,000"
0,"Apartment Postjesweg


                       ", 1062 JV ,80 ,4,"2,800"
0,"Apartment Kinkerstraat 215 B


                       ", 1053 DS ,61 ,2,"3,000"
0,"Apartment Buitenzagerij 64


                       ", 1021 NR ,55 ,2,"1,950"
0,"Apartment Jacob van Lennepkade 406 2


                       ", 1053 NN ,48 ,1,"3,000"
0,"Apartment Arondeusstraat 23


                       ", 1063 GB ,23 ,1,€1900
0,"Apartment Kromme-Mijdrechtstraat


                       ", 1079 KR ,60 ,2,"3,500"
0,"Apartment Ceintuurbaan


                       ", 1074 EB ,60 ,2,"2,800"
0,"Apartment Rookmelderstraat 80


                       ", 1019 VS ,34 ,1,"2,000"
0,"Apartment Ten Katestraat 11


                       ", 1053 BV ,50 ,3,"2,500"
0,"Apartment Hoogte Kadijk


                       ", 1018 BE ,55 ,1,"3,000"
0,"Apartment Kinkerstraat


                       ", 1053 DG ,68 ,2,"2,500"
0,"Apartment Griseldestraat


                       ", 1055 AZ ,60 ,3,"2,800"
0,"Apartment Willem Heselaarsstraat 70 BG


                       ", 1069 KA ,95 ,1,"4,000"
0,"Apartment Woestduinstraat 120 2


                       ", 1059 SX ,50 ,3,"4,000"
0,"Apartment Woestduinstraat


                       ", 1059 SX ,49 ,2,"4,000"
0,"Apartment IJsselmeerstraat 64 B


                       ", 1024 ML ,37 ,4,"3,150"
0,"Apartment Herschelstraat 27 1


                       ", 1098 JB ,95 ,4,"4,500"
0,"Apartment Arent Janszoon Ernststraat


                       ", 1082 LD ,30 ,1,"2,500"
0,"Apartment Orteliusstraat 314 II


                       ", 1056 PP ,10 ,4,"4,450"
0,"Apartment Valkenburgerstraat


                       ", 1011 NC ,95 ,3,"5,000"
0,"Apartment Muntplein 2 N


                       ", 1012 WR ,60 ,2,"3,000"
0,"Apartment Mortelstraat 127


                       ", 1019 VE ,85 ,3,"3,000"
0,"Apartment Staringstraat


                       ", 1054 VR ,50 ,2,"1,300"
0,"Apartment Van Baerlestraat


                       ", 1071 AS ,83 ,3,"5,000"
0,"Apartment Nieuwe Looiersstraat


                       ", 1017 VD ,50 ,3,"2,800"
0,"Apartment Herengracht


                       ", 1016 BP ,55 ,2,"2,500"
0,"Apartment Kinkerstraat


                       ", 1053 GB ,50 ,2,"3,000"
0,"Apartment Tweede Jan Steenstraat 101 III


                       ", 1074 CM ,18 ,4,"5,500"
0,"Apartment Valeriusstraat 239 IV


                       ", 1075 GA ,26 ,1,"1,300"
0,"Apartment Van Spilbergenstraat


                       ", 1057 RP ,27 ,4,"4,250"
0,"Apartment Kinkerstraat 338 1


                       ", 1053 GE ,35 ,2,"2,350"
0,"Apartment Bilderdijkstraat


                       ", 1053 KT ,46 ,3,"3,000"
0,"Apartment Looiersgracht 15 F


                       ", 1016 VR ,75 ,3,"4,500"
0,"Apartment Elisabeth Wolffstraat


                       ", 1053 TV ,50 ,3,"4,000"
0,"Apartment Nicolaas Maesstraat


                       ", 1071 RA ,40 ,2,"2,150"
0,"Apartment Geulstraat


                       ", 1078 LA ,80 ,3,"3,150"
0,"Apartment Albert Cuypstraat 268 4 V


                       ", 1073 BR ,24 ,2,"2,500"
0,"Apartment Brouwersgracht 248 K


                       ", 1013 HE ,60 ,2,"2,150"
0,"Apartment Curaçaostraat


                       ", 1058 BT ,62 ,2,"2,050"
0,"Apartment Leidsegracht


                       ", 1016 CS ,30 ,1,"2,000"
0,"Apartment Oude Doelenstraat


                       ", 1012 ED ,38 ,2,"2,300"
0,"Apartment Dalsteindreef


                       ", 1102 WZ ,84 ,5,"2,950"
0,"Apartment Langswater


                       ", 1069 EC ,72 ,4,"2,500"
0,"Apartment Gerard Doustraat


                       ", 1073 XA ,56 ,3,"3,500"
0,"Apartment Assumburg


                       ", 1081 GC ,15 ,5,"2,950"
0,"Apartment Spaarndammerstraat 33 3


                       ", 1013 SR ,60 ,4,"2,500"
0,"Apartment Amsteldijk 15 4


                       ", 1074 HR ,70 ,2,"3,600"
0,"Apartment Tweede Jan Steenstraat 1 1


                       ", 1073 VK ,71 ,3,"3,650"
0,"Apartment Veldzicht 51


                       ", 1068 SM ,95 ,4,"2,200"
0,"Apartment S. F. van Ossstraat


                       ", 1068 JN ,55 ,2,"2,300"
0,"Apartment Eef Kamerbeekstraat


                       ", 1095 MP ,67 ,2,"3,000"
0,"Apartment Eef Kamerbeekstraat


                       ", 1095 MP ,61 ,2,"1,600"
0,"Apartment Berthold Brechtstraat


                       ", 1102 RW ,72 ,3,"2,500"
0,"Apartment Jasonstraat 27 H


                       ", 1076 KX ,65 ,3,"3,500"
0,"Apartment Nassaukade 9 2


                       ", 1052 CE ,72 ,1,"3,000"
0,"Apartment Rustenburgerstraat


                       ", 1072 HC ,80 ,3,"4,350"
0,"Apartment Hillegomstraat


                       ", 1058 LT ,61 ,3,"3,150"
0,"Apartment Eemsstraat


                       ", 1079 TJ ,80 ,3,"2,200"
0,"Apartment Tweede Jan Steenstraat


                       ", 1074 CN ,75 ,3,"2,500"
0,"Apartment Jan Luijkenstraat 40 H


                       ", 1071 CR ,00 ,5,"6,500"
0,, 1054 TX ,45 ,2,"2,500"
0,"Apartment Commelinstraat


                       ", 1093 TH ,44 ,3,"2,300"
0,"Apartment Elisabeth Wolffstraat


                       ", 1053 TW ,51 ,3,"3,500"
0,"Apartment Dalsteindreef


                       ", 1102 WX ,30 ,1,"2,500"
0,"Apartment Dalsteindreef


                       ", 1102 XA ,28 ,1,€1600
0,"Apartment Ecuplein 32


                       ", 1060 RN ,97 ,3,"2,800"
0,"Apartment Tugelaweg


                       ", 1092 VD ,72 ,2,"3,150"
0,"Apartment Singel


                       ", 1012 VD ,45 ,1,"2,350"
0,"Apartment Bestevâerstraat 195 2


                       ", 1055 TL ,57 ,3,"2,300"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Brouwersgracht 248 B


                       ", 1013 HE ,62 ,2,"2,800"
0,"Apartment Slotermeerlaan 61


                       ", 1064 HA ,85 ,4,"3,150"
0,"Apartment Dintelstraat


                       ", 1078 VZ ,75 ,3,"3,600"
0,"Apartment Azaleastraat


                       ", 1032 BV ,70 ,3,"2,150"
0,"Apartment Ritzema Bosstraat


                       ", 1097 GZ ,60 ,3,"2,150"
0,"Apartment Loenermark


                       ", 1025 VP ,75 ,3,"3,000"
0,"Apartment De Klencke 101 A


                       ", 1083 HH ,85 ,3,"4,500"
0,"Apartment Gustav Mahlerlaan 126


                       ", 1082 ME ,69 ,3,"3,500"
0,"Apartment Gustav Mahlerlaan 72


                       ", 1082 ME ,16 ,2,"3,000"
0,"Apartment Gustav Mahlerlaan 184


                       ", 1082 ME ,75 ,3,"3,400"
0,"Apartment Kleiburg


                       ", 1104 EA ,70 ,3,"2,300"
0,"Apartment Gustav Mahlerlaan 120


                       ", 1082 ME ,70 ,3,"2,200"
0,"Apartment Eerste Jan Steenstraat


                       ", 1072 NR ,10 ,4,"5,000"
0,"Apartment Krommertstraat


                       ", 1056 TS ,60 ,3,"2,300"
0,"Apartment Weteringschans 235


                       ", 1017 XH ,78 ,3,"4,350"
0,"Apartment Brouwersgracht 248 C


                       ", 1013 HE ,78 ,2,"3,000"
0,"Apartment Eerste Van Swindenstraat


                       ", 1093 GB ,51 ,2,"2,500"
0,"Apartment Dalsteindreef


                       ", 1102 XA ,44 ,2,"1,700"
0,"Apartment Minervalaan


                       ", 1077 NP ,44 ,5,"3,650"
0,"Apartment Nicolaas Witsenkade 8 C


                       ", 1017 ZR ,76 ,2,"4,450"
0,"Apartment Javaplein 13 III


                       ", 1095 CH ,65 ,2,"2,150"
0,, 1086 ZD ,76 ,4,"2,950"
0,"Apartment De Boelelaan 449


                       ", 1082 RJ ,67 ,2,"1,500"
0,"Apartment De Boelelaan 461


                       ", 1082 RK ,67 ,2,"2,700"
0,"Apartment Overschiestraat 170 C1*


                       ", 1062 XK ,03 ,4,"3,400"
0,"Apartment Overschiestraat 170 B35*


                       ", 1062 XK ,12 ,4,"4,350"
0,"Apartment Voorburgstraat 207


                       ", 1062 JB ,74 ,3,"1,800"
0,"Apartment Rustenburgerstraat 392 hs


                       ", 1072 HH ,63 ,2,"3,500"
0,"Apartment Hoofdweg 457


                       ", 1056 CW ,55 ,3,"2,350"
0,"Apartment Spuistraat 39 A


                       ", 1012 SR ,37 ,1,"1,300"
0,"Apartment Camperstraat 18 B


                       ", 1091 AG ,81 ,3,"4,350"
0,"Apartment Brouwersgracht 248 B


                       ", 1013 HE ,62 ,2,"2,800"
0,"Apartment Brouwersgracht 248 A


                       ", 1013 HE ,78 ,2,"4,000"
0,"Apartment Elandsgracht 19 2


                       ", 1016 TM ,60 ,2,"3,500"
0,"Apartment Schinkelkade 56 l


                       ", 1075 VL ,45 ,2,"2,350"
0,"Apartment Curaçaostraat 83 2


                       ", 1058 BR ,57 ,3,"3,500"
0,"Apartment Albert Cuypstraat 273


                       ", 1073 BH ,70 ,3,"3,150"
0,"Apartment Grevelingenstraat



                       ", 1078 KR ,87 ,3,"2,500"
0,"Apartment Wittgensteinlaan


                       ", 1062 KG ,78 ,3,"3,650"
0,"Apartment Vondelstraat


                       ", 1054 GV ,90 ,3,"5,000"
0,"Apartment Baarsjesweg


                       ", 1057 HL ,60 ,3,"2,500"
0,"Apartment Van Walbeeckstraat


                       ", 1058 CH ,60 ,4,"2,800"
0,"Apartment Jan van Duivenvoordestraat 83


                       ", 1067 MT ,91 ,3,"2,500"
0,"Apartment Hemonystraat


                       ", 1074 BR ,75 ,3,"3,500"
0,"Apartment Gerard Doustraat


                       ", 1073 XA ,44 ,2,"3,000"
0,"Apartment Windroosplein 126


                       ", 1018 ZW ,47 ,2,"2,150"
0,"Apartment Weteringschans 92 2


                       ", 1017 XS ,87 ,3,"3,500"
0,"Apartment Admiralengracht 55 bg


                       ", 1057 EN ,56 ,2,"2,500"
