,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude,Status
668,Marnixstraat                       , 1016 XV ,65.0,2,4000.0,61.53846153846154,52.365.369,4.880.152,doubt
669,Pieter Vlamingstraat 18 III                       , 1093 AD ,80.0,4,2800.0,35.0,52.364.402,4.924.456,doubt
670,Raadhuisstraat 19 II                       , 1016 DB ,35.0,2,2800.0,80.0,52.373.213,4.887.668,doubt
671,, 1025 MS ,115.0,4,4500.0,39.130434782608695,52.408.539,4.931.165,doubt
672,Curaçaostraat                       , 1058 BT ,62.0,2,2050.0,33.064516129032256,489.973,doubt,
673,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382.417,4.885.611,doubt
674,Gerard Doustraat 8 B                       , 1072 VP ,46.0,3,3500.0,76.08695652173913,52.355.651,4.891.946,doubt
675,Plantage Doklaan 42 D                       , 1018 CN ,19.0,1,2350.0,123.68421052631581,52.368.023,4.912.667,doubt
676,Overschiestraat 170 B17                       , 1062 XK ,112.0,4,4350.0,38.839285714285715,52.348.849,4.839.201,doubt
677,Westerdoksdijk                       , 1013 BX ,62.0,2,2500.0,40.32258064516129,52.386.837,4.892.743,doubt
678,Beulingstraat 4 N                       , 1017 BA ,50.0,2,2500.0,50.0,489.973,doubt,
679,Esplanade de Meer 158                       , 1098 WP ,96.0,3,2500.0,26.04166666666667,52.344.765,4.950.871,doubt
680,Van Kinsbergenstraat 80                       , 1057 PT ,53.0,2,3500.0,66.0377358490566,52.368.646,4.858.235,success
681,Faas Wilkesstraat 225                       , 1095 MD ,67.0,3,2150.0,32.089552238805965,5.237.289,4.968.642,doubt
682,Kloveniersburgwal 121 B                       , 1011 KC ,70.0,3,4050.0,57.85714285714285,52.368.434,4.896.825,success
683,Beethovenstraat 241                       , 1077 JE ,80.0,3,3500.0,43.75,52.342.072,4.877.482,success
684,Nachtwachtlaan 187                       , 1058 EG ,59.0,2,2150.0,36.440677966101696,5.236.012,4.843.505,doubt
685,Hoofdweg 95 B                       , 1058 BA ,65.0,3,2800.0,43.07692307692307,52.362.178,485.291,doubt
686,Osdorper Ban 615                       , 1069 GA ,80.0,3,2150.0,26.875,52.360.552,4.794.721,doubt
687,Lindengracht 29 2                       , 1015 KB ,41.0,2,2000.0,48.780487804878035,523.804,4.886.911,doubt
688,Derde Helmersstraat 72 1                       , 1054 BL ,67.0,2,3000.0,44.77611940298507,52.364.811,4.875.253,doubt
689,Johannes Worpstraat 21 III                       , 1076 BD ,50.0,2,2500.0,50.0,52.341.973,4.866.947,doubt
690,Ehrlichstraat 10 2                       , 1098 SB ,70.0,3,2150.0,30.714285714285715,52.350.134,4.942.012,doubt
691,Curiestraat 18 2                       , 1098 RV ,70.0,3,2000.0,28.57142857142857,52.350.285,4.941.482,doubt
692,Termini 443                       , 1025 XM ,77.0,3,3000.0,38.96103896103896,52.401.761,4.934.016,success
693,Belgiëplein                       , 1066 SC ,66.0,3,2400.0,36.36363636363637,failed,failed,failed
694,Herenstraat 20                       , 1015 CB ,67.0,2,3500.0,52.23880597014925,52.377.245,4.888.871,success
695,Welnastraat                       , 1096 GJ ,32.0,1,2000.0,62.5,52.339.568,4.919.455,success
696,Muntplein 2 G                       , 1012 WR ,64.0,2,1700.0,26.5625,52.367.405,4.893.165,doubt
697,Van Nijenrodeweg                       , 1082 HG ,86.0,3,2800.0,32.55813953488372,52.327.461,4.858.417,doubt
698,Boomstraat                       , 1015 LB ,50.0,2,2500.0,50.0,51.115.715,6.029.658,success
699,Govert Flinckstraat                       , 1072 EG ,56.0,2,4000.0,71.42857142857143,52.355.581,4.895.827,doubt
700,Nieuwe Achtergracht 97 HS                       , 1018 WP ,55.0,3,4000.0,72.72727272727273,52.363.085,4.909.554,doubt
701,Martelaarsgracht 9 IV                       , 1012 TN ,51.0,2,3500.0,68.62745098039215,52.377.762,4.896.516,doubt
702,Bloedstraat 22 II                       , 1012 BS ,50.0,2,2500.0,50.0,52.372.795,4.899.434,doubt
703,Rozenboomsteeg 8 I                       , 1012 PR ,81.0,3,4000.0,49.382716049382715,52.369.236,4.890.708,doubt
704,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347.187,4.908.138,success
705,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382.417,4.885.611,doubt
706,August Allebéplein 243 a                       , 1062 AB ,50.0,3,2750.0,55.0,489.973,doubt,
707,Blasiusstraat                       , 1091 CL ,61.0,3,3000.0,49.18032786885247,52.357.332,4.912.146,success
708,Stadhouderskade 124 G                       , 1074 AV ,37.0,1,2350.0,63.51351351351353,52.357.737,4.899.613,success
709,Tweede Bloemdwarsstraat 1 B                       , 1016 LL ,55.0,4,2500.0,45.45454545454545,52.373.738,4.879.633,success
710,Julius Pergerstraat 61                       , 1087 KN ,80.0,3,2800.0,35.0,52.352.025,5.002.068,success
711,Albert Cuypstraat 132 1                       , 1073 BJ ,36.0,2,3500.0,97.22222222222223,52.355.433,4.893.504,doubt
712,Raamgracht 27 1                       , 1011 KJ ,34.0,2,2800.0,82.3529411764706,52.369.838,4.899.482,doubt
713,Marnixstraat 54 HL                       , 1015 VT ,31.0,2,2350.0,75.80645161290323,52.380.642,4.880.299,doubt
714,Albert Cuypstraat 132 4                       , 1073 BJ ,28.0,2,3500.0,125.0,52.355.433,4.893.504,doubt
715,August Allebéplein 57                       , 1062 AB ,50.0,3,2000.0,40.0,489.973,doubt,
716,Ferdinand Bolstraat                       , 1072 LB ,66.0,3,5500.0,83.33333333333333,52.350.566,4.891.676,success
717,Jacques Veltmanstraat                       , 1065 EG ,124.0,3,3000.0,24.19354838709677,52.352.217,48.327,success
718,Nes                       , 1012 KC ,58.0,3,3500.0,60.3448275862069,5.776.879,success,
719,Overschiestraat 170 B9*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,success
720,Overschiestraat 170 B19*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,success
721,Swammerdamstraat                       , 1091 RW ,65.0,3,3050.0,46.92307692307693,52.357.744,4.907.689,success
722,Overschiestraat 170 B10*                       , 1062 XK ,77.0,3,2600.0,33.76623376623377,52.348.849,4.839.201,success
723,Singel                       , 1012 VG ,48.0,2,2150.0,44.79166666666666,52.375.858,4.891.292,success
724,Jan Smitstraat                       , 1069 SZ ,95.0,3,3000.0,31.578947368421048,52.351.232,4.800.521,success
725,Benedenlangs 17                       , 1025 KB ,55.0,2,1950.0,35.45454545454545,52.396.272,4.931.381,success
726,Prinsengracht 657 1                       , 1016 HV ,45.0,2,2300.0,51.111111111111114,52.367.072,4.882.803,doubt
727,Groenburgwal                       , 1011 HW ,80.0,3,3650.0,45.625,52.368.714,4.897.962,success
728,Van Nijenrodeweg                       , 1082 HV ,87.0,3,3500.0,40.22988505747128,52.327.461,4.858.417,doubt
729,Overschiestraat 170 C6*                       , 1062 XK ,74.0,3,1800.0,24.324324324324326,52.348.849,4.839.201,success
730,Sara Burgerhartstraat                       , 1055 LB ,56.0,3,2150.0,38.392857142857146,52.383.459,4.847.494,success
731,Singel                       , 1012 WJ ,82.0,4,4000.0,48.780487804878035,52.375.858,4.891.292,success
732,Rustenburgerstraat                       , 1073 GJ ,53.0,3,3000.0,56.60377358490565,5.235.135,4.890.665,success
733,Eastonstraat                       , 1068 JD ,110.0,4,3500.0,31.818181818181817,52.356.938,4.814.873,doubt
734,Jan Vrijmanstraat 345                       , 1087 NB ,109.0,3,3000.0,27.522935779816518,52.346.241,5.009.875,success
735,Vondelstraat 122 C                       , 1054 GS ,70.0,2,3500.0,50.0,52.361.242,4.873.078,doubt
736,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
737,Aalsmeerweg 127 2                       , 1059 AH ,72.0,3,2800.0,38.888888888888886,52.347.277,484.719,doubt
738,Koggestraat 8 B                       , 1012 TA ,68.0,2,2800.0,41.1764705882353,52.377.561,4.893.508,success
739,Daniël Stalpertstraat                       , 1072 XL ,67.0,3,3500.0,52.23880597014925,5.235.634,4.887.791,success
740,Orteliusstraat 349 I                       , 1056 PC ,55.0,2,2500.0,45.45454545454545,52.374.238,4.846.817,doubt
741,Keizersgracht                       , 1017 DZ ,90.0,2,3600.0,40.0,53.200.263,5.800.179,doubt
742,Joos Banckersplantsoen 85                       , 1056 LD ,130.0,3,4500.0,34.615384615384606,52.376.381,4.855.514,success
743,Westerkade                       , 1015 XE ,87.0,3,3000.0,34.48275862068966,52.375.877,487.786,success
744,Paramaribostraat 57 2                       , 1058 VG ,108.0,4,3500.0,32.407407407407405,52.360.826,4.854.189,doubt
745,Wamelplein                       , 1106 DP ,60.0,2,2500.0,41.66666666666666,52.299.537,4.987.297,success
746,Koningin Wilhelminaplein                       , 1062 KS ,64.0,2,2850.0,44.53125,52.355.141,4.837.472,success
747,Koningin Wilhelminaplein                       , 1062 KR ,64.0,2,3000.0,46.875,52.355.141,4.837.472,success
748,Koningin Wilhelminaplein                       , 1062 KS ,64.0,2,3000.0,46.875,52.355.141,4.837.472,success
749,Graafschapstraat                       , 1079 PE ,55.0,2,1950.0,35.45454545454545,52.339.456,4.894.278,success
750,Koningin Wilhelminaplein                       , 1062 KS ,90.0,3,3000.0,33.333333333333336,52.355.141,4.837.472,success
751,Koningin Wilhelminaplein                       , 1062 KS ,99.0,4,2600.0,26.26262626262627,52.355.141,4.837.472,success
752,De Lairessestraat                       , 1071 PB ,100.0,3,3650.0,36.5,52.353.958,4.873.075,doubt
753,Henri Zagwijnstraat 2 1                       , 1077 XP ,72.0,3,2200.0,30.555555555555557,52.342.394,4.868.703,doubt
754,Boeninlaan                       , 1102 TK ,56.0,2,2500.0,44.64285714285715,523.216,4.941.808,success
755,Nassaukade 302 1                       , 1053 LN ,45.0,2,2350.0,52.22222222222222,52.374.679,481.803,doubt
756,Kolfschotenstraat 324                       , 1104 PG ,50.0,2,2500.0,50.0,52.315.496,4.966.821,success
757,Omval 259 PP                       , 1096 HR ,80.0,3,3150.0,39.375,52.344.263,4.915.993,doubt
758,Kloveniersburgwal 77 C                       , 1011 KA ,125.0,3,3650.0,29.2,52.369.562,4.897.884,doubt
759,Fritz Conijnstraat                       , 1063 CC ,58.0,3,2800.0,48.27586206896552,52.384.367,4.836.106,success
760,Sophialaan 47                       , 1075 BM ,280.0,9,4000.0,14.285714285714285,52.352.357,4.857.505,success
761,Koningineg 8 1                       , 1075 CX ,132.0,3,5950.0,45.07575757575758,5.271.847,6.862.029,doubt
762,Koningineg 188 bv                       , 1075 EJ ,180.0,6,4700.0,26.11111111111111,52.307.398,4.946.739,success
763,IJdok 109                       , 1013 MM ,140.0,3,2950.0,21.071428571428573,52.384.462,4.894.946,success
764,Sassenheimstraat                       , 1059 BA ,55.0,3,3000.0,54.54545454545455,52.348.701,4.847.179,success
765,Overtoom 508 IV                       , 1054 KK ,79.0,3,4200.0,53.164556962025316,52.358.953,4.859.349,doubt
766,Staringplein                       , 1054 VK ,60.0,3,4000.0,66.66666666666667,52.360.417,486.301,doubt
767,Eerste Hugo de Grootstraat                       , 1052 KK ,70.0,2,2500.0,35.714285714285715,52.375.901,4.874.857,doubt
768,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382.417,4.885.611,doubt
769,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
770,, 1052 XE ,56.0,3,1700.0,30.357142857142854,489.973,doubt,
771,Van Hogendorpstraat 155 1                       , 1051 BN ,60.0,2,2000.0,33.333333333333336,5.238.294,4.873.399,doubt
772,Van Ostadestraat 238 3                       , 1073 TV ,90.0,3,3050.0,33.888888888888886,52.352.805,4.896.865,success
773,Carnapstraat                       , 1062 KT ,92.0,3,3500.0,38.04347826086956,52.354.139,4.839.292,success
774,Koningin Wilhelminaplein                       , 1062 KS ,80.0,3,2150.0,26.875,52.355.141,4.837.472,success
775,Koggestraat                       , 1012 TA ,92.0,3,5000.0,54.34782608695652,52.377.485,4.893.503,success
776,Singel                       , 1016 AK ,85.0,2,4200.0,49.411764705882355,52.375.858,4.891.292,doubt
777,Govert Flinckstraat                       , 1074 CA ,55.0,2,3000.0,54.54545454545455,52.355.581,4.895.827,doubt
778,Fokke Simonszstraat 65 B2                       , 1017 TE ,40.0,2,2150.0,53.75,52.360.258,4.895.212,doubt
779,Gerard Douplein 19 H                       , 1073 XE ,105.0,4,3500.0,33.333333333333336,52.356.146,4.893.219,success
780,Maassluisstraat                       , 1062 GS ,40.0,1,2500.0,62.5,52.349.216,4.836.661,doubt
781,Eva Besnyöstraat                       , 1087 KR ,90.0,3,3000.0,33.333333333333336,52.349.084,5.009.566,doubt
782,Van Gentstraat                       , 1055 PC ,70.0,3,3000.0,42.857142857142854,52.383.796,4.851.579,success
783,Govert Flinckstraat                       , 1074 CA ,55.0,2,3000.0,54.54545454545455,52.355.581,4.895.827,doubt
784,Spijkerkade                       , 1021 JS ,30.0,1,1950.0,65.0,5.238.487,4.921.021,success
785,Spuistraat                       , 1012 SP ,45.0,2,2850.0,63.33333333333334,5.237.056,4.889.144,success
786,Spijkerkade                       , 1021 JS ,30.0,1,1950.0,65.0,5.238.487,4.921.021,success
787,Weteringschans 41 A                       , 1017 RW ,120.0,3,4500.0,37.5,52.361.969,4.885.255,doubt
788,Kuiperssteeg                       , 1012 HR ,75.0,2,2500.0,33.333333333333336,52.369.903,4.893.814,success
789,Nijenburg 8                       , 1081 GG ,56.0,2,3500.0,62.5,5.232.845,4.865.785,doubt
790,Dalsteindreef                       , 1102 XA ,44.0,2,1700.0,38.63636363636363,52.325.239,4.943.757,success
791,Valschermkade                       , 1059 CD ,18.0,1,2000.0,111.11111111111113,52.342.239,4.845.759,success
792,Bloemgracht 110 B                       , 1015 TN ,103.0,4,4000.0,38.83495145631068,52.374.663,4.879.868,success
793,Waverstraat                       , 1079 VL ,55.0,2,3000.0,54.54545454545455,52.346.014,4.908.976,success
794,Erich Salomonstraat                       , 1087 GT ,90.0,3,2500.0,27.777777777777786,52.357.277,4.996.446,success
795,Van der Hoopstraat                       , 1051 VE ,50.0,2,3500.0,70.0,52.384.355,487.419,doubt
796,Nijenburg 7                       , 1081 GD ,86.0,4,4000.0,46.511627906976734,52.328.123,4.864.968,success
797,Anna Blamansingel                       , 1102 SX ,55.0,2,2350.0,42.72727272727273,52.316.425,4.947.121,success
798,Staringstraat                       , 1054 VS ,77.0,3,3150.0,40.90909090909091,52.361.769,4.862.475,success
799,Anna Blamansingel                       , 1102 SR ,50.0,2,2350.0,47.0,52.316.425,4.947.121,success
800,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382.417,4.885.611,doubt
801,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382.417,4.885.611,doubt
802,Loosduinenstraat 100                       , 1062 EG ,100.0,3,3150.0,31.5,52.351.196,4.838.119,doubt
803,Leidsegracht 82 F                       , 1016 CR ,105.0,3,6200.0,59.04761904761904,52.366.025,4.881.715,doubt
804,Fregelaan 15                       , 1062 KK ,93.0,3,2000.0,21.505376344086017,52.352.849,4.837.258,success
805,Hogewerf 133                       , 1082 NC ,81.0,3,2000.0,24.691358024691358,52.333.683,4.880.718,doubt
806,Samosstraat 30                       , 1060 TA ,14.0,1,710.0,50.714285714285715,52.345.654,4.791.809,success
807,Rinus Michelslaan 221                       , 1061 MB ,67.0,3,2150.0,32.089552238805965,52.373.158,4.838.783,success
808,Bloemstraat                       , 1016 LJ ,86.0,3,4750.0,55.23255813953488,52.373.799,4.879.824,doubt
809,De Lairessestraat                       , 1071 PL ,92.0,3,4000.0,43.47826086956522,52.352.568,4.867.877,doubt
810,Van Spilbergenstraat                       , 1057 RK ,70.0,3,3000.0,42.857142857142854,52.367.038,4.851.559,success
811,John Franklinstraat                       , 1056 SX ,54.0,2,2000.0,37.03703703703704,52.372.333,4.853.828,success
812,Prins Hendrikkade                       , 1011 TB ,140.0,5,7000.0,50.0,52.378.884,4.895.995,doubt
813,, 1066 MG ,105.0,5,4500.0,42.857142857142854,489.973,doubt,
814,Van Breestraat                       , 1071 ZG ,70.0,3,5000.0,71.42857142857143,52.356.006,4.873.316,success
815,Elisabeth Wolffstraat                       , 1053 TR ,107.0,5,3000.0,28.03738317757009,52.369.781,4.867.401,success
816,Beethovenstraat 151 1                       , 1077 JD ,73.0,3,3500.0,47.94520547945206,52.342.747,4.877.621,doubt
817,Overtoom 403 II                       , 1054 JP ,63.0,3,3150.0,50.0,52.359.224,4.861.768,success
818,Rosmarijnsteeg 15                       , 1012 RP ,60.0,2,2500.0,41.66666666666666,52.370.308,488.933,success
819,Veerstraat 8 H                       , 1075 ST ,95.0,3,4500.0,47.368421052631575,5.240.802,4.933.818,doubt
820,Kinderdijkstraat 76 II                       , 1079 GN ,55.0,3,2500.0,45.45454545454545,52.341.891,4.902.768,doubt
821,Vlakkerweg 97                       , 1033 DZ ,75.0,3,2150.0,28.66666666666667,5.240.472,4.899.553,success
822,Tweede Hugo de Grootstraat 28 A                       , 1052 LD ,60.0,3,2500.0,41.66666666666666,52.374.596,4.873.628,doubt
823,Van Breestraat                       , 1071 ZP ,200.0,7,9000.0,45.0,52.356.006,4.873.316,success
824,Stephensonstraat 20 C                       , 1097 BB ,127.0,3,3150.0,24.80314960629921,52.350.337,4.919.641,doubt
